TicketID,SupportMessage,SupportLabel
80204,I think I'm playing too much because of the ranking,Grind_Exhaustion
80581,Can you add break reminders?,FOMO_Stress
85675,I need help controlling my playtime,Break_Reminder_Request
89032,I feel anxious missing events,Burnout_Complaint
85347,The daily missions force me to log in too much,FOMO_Stress
89911,This game is becoming stressful instead of fun,FOMO_Stress
82643,The pressure to finish quests is too high,Break_Reminder_Request
88017,This game is becoming stressful instead of fun,Addiction_Concern
82297,I need help controlling my playtime,Grind_Exhaustion
80874,This game is becoming stressful instead of fun,Break_Reminder_Request
85560,I'm getting headaches but still playing for rewards,Grind_Exhaustion
80689,This game is becoming stressful instead of fun,Addiction_Concern
84000,I feel overwhelmed by the time-limited events,FOMO_Stress
89614,I think I'm playing too much because of the ranking,Grind_Exhaustion
80671,The daily missions force me to log in too much,Burnout_Complaint
87927,This game is becoming stressful instead of fun,Burnout_Complaint
81171,"Please reduce the grind, it's exhausting",Break_Reminder_Request
85591,I think I'm playing too much because of the ranking,Addiction_Concern
89135,I think I'm playing too much because of the ranking,Break_Reminder_Request
86342,This game is becoming stressful instead of fun,Break_Reminder_Request
81449,I think I'm playing too much because of the ranking,Break_Reminder_Request
82539,The pressure to finish quests is too high,Burnout_Complaint
83959,This game is becoming stressful instead of fun,Burnout_Complaint
86285,I'm getting headaches but still playing for rewards,Break_Reminder_Request
85432,I need help controlling my playtime,Burnout_Complaint
84260,I feel overwhelmed by the time-limited events,Addiction_Concern
82361,Can you add break reminders?,Break_Reminder_Request
86164,I feel anxious missing events,Burnout_Complaint
83670,I think I'm playing too much because of the ranking,Grind_Exhaustion
81753,I'm getting headaches but still playing for rewards,Break_Reminder_Request
88100,The daily missions force me to log in too much,Break_Reminder_Request
81938,The daily missions force me to log in too much,Addiction_Concern
88562,I feel anxious missing events,FOMO_Stress
85976,I feel overwhelmed by the time-limited events,FOMO_Stress
86588,I think I'm playing too much because of the ranking,Addiction_Concern
88616,The pressure to finish quests is too high,Addiction_Concern
86304,I feel anxious missing events,Addiction_Concern
87345,I feel overwhelmed by the time-limited events,FOMO_Stress
87875,I think I'm playing too much because of the ranking,Addiction_Concern
89086,I'm getting headaches but still playing for rewards,Burnout_Complaint
86633,I need help controlling my playtime,Break_Reminder_Request
80597,The pressure to finish quests is too high,Break_Reminder_Request
83062,Can you add break reminders?,Grind_Exhaustion
82336,The daily missions force me to log in too much,Grind_Exhaustion
89879,"Please reduce the grind, it's exhausting",Break_Reminder_Request
80572,I'm getting headaches but still playing for rewards,Burnout_Complaint
87521,The daily missions force me to log in too much,FOMO_Stress
86171,This game is becoming stressful instead of fun,FOMO_Stress
87097,"Please reduce the grind, it's exhausting",Burnout_Complaint
82090,The daily missions force me to log in too much,FOMO_Stress
86566,I feel overwhelmed by the time-limited events,Addiction_Concern
84624,The pressure to finish quests is too high,Break_Reminder_Request
81633,The daily missions force me to log in too much,Break_Reminder_Request
81517,Can you add break reminders?,Burnout_Complaint
83648,I need help controlling my playtime,FOMO_Stress
81537,I feel overwhelmed by the time-limited events,Grind_Exhaustion
83137,I'm getting headaches but still playing for rewards,Grind_Exhaustion
86985,I'm getting headaches but still playing for rewards,FOMO_Stress
80097,I'm getting headaches but still playing for rewards,Grind_Exhaustion
83750,I'm getting headaches but still playing for rewards,Burnout_Complaint
88535,I need help controlling my playtime,Burnout_Complaint
88174,The daily missions force me to log in too much,FOMO_Stress
88103,I think I'm playing too much because of the ranking,Grind_Exhaustion
85413,The daily missions force me to log in too much,Burnout_Complaint
84666,This game is becoming stressful instead of fun,Burnout_Complaint
80610,The pressure to finish quests is too high,Addiction_Concern
81727,"Please reduce the grind, it's exhausting",Addiction_Concern
81854,I think I'm playing too much because of the ranking,Burnout_Complaint
85055,I think I'm playing too much because of the ranking,FOMO_Stress
82324,The daily missions force me to log in too much,Break_Reminder_Request
89369,I think I'm playing too much because of the ranking,Break_Reminder_Request
